Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
0,670,0-670,ICULOS,35.0,0-1143,0-1144,0-1144,20.0598831,55.2833061,
0,671,0-671,HR,78.2916641,0-1145,0-1146,0-1146,37.540802,30.3916531,
0,672,0-672,Hct,31.5275726,0-1147,0-1148,0-1148,22.3656311,158.062408,
0,673,0-673,BUN,24.116497,0-1149,0-1150,0-1150,33.1805305,21.4812393,
0,674,0-674,HospAdmTime,-5.44999981,0-1151,0-1152,0-1152,16.3829041,53.2409401,
0,675,0-675,pH,7.36820507,0-1153,0-1154,0-1154,47.5301094,108.693718,
0,676,0-676,Chloride,105.865135,0-1155,0-1156,0-1156,62.150383,118.250633,
0,677,0-677,Leaf,,,,,0.116205953,1.38680446,
0,678,0-678,Leaf,,,,,-0.194968566,38.75,
0,679,0-679,Leaf,,,,,-0.172413796,6.25,
0,680,0-680,HCO3,24.6099682,0-1157,0-1158,0-1158,9.84097672,6.54721785,
0,681,0-681,HR,73.9293442,0-1159,0-1160,0-1160,79.478157,310.506134,
0,682,0-682,Phosphate,3.56421399,0-1161,0-1162,0-1162,68.4875488,479.260986,
0,683,0-683,MAP,111.0,0-1163,0-1164,0-1164,20.8095512,267.614471,
0,684,0-684,ICULOS,27.0,0-1165,0-1166,0-1166,23.3673859,64.5381546,
0,685,0-685,PTT,41.8614349,0-1167,0-1168,0-1168,31.6603165,25.2076321,
0,686,0-686,Bilirubin_total,0.953448296,0-1169,0-1170,0-1170,26.441185,91.1798096,
0,687,0-687,MAP,92.5,0-1171,0-1172,0-1172,51.5488358,442.213745,
0,688,0-688,Creatinine,1.37567949,0-1173,0-1174,0-1174,49.8232422,130.911057,
0,689,0-689,Lactate,2.47667313,0-1175,0-1176,0-1176,140.667175,1327.03223,
0,690,0-690,DBP,62.9026604,0-1177,0-1178,0-1178,93.61866,954.90033,
0,691,0-691,HCO3,24.2071953,0-1179,0-1180,0-1180,150.983154,3454.68799,
0,692,0-692,HR,74.5,0-1181,0-1182,0-1182,113.285461,2035.5022,
0,693,0-693,AST,274.8125,0-1183,0-1184,0-1184,34.8597412,111.043007,
0,694,0-694,O2Sat,83.5,0-1185,0-1186,0-1186,16.1123962,28.7736092,
0,695,0-695,HospAdmTime,-1171.71997,0-1187,0-1188,0-1188,36.0864716,157.217331,
0,696,0-696,FiO2,0.589999974,0-1189,0-1190,0-1190,12.5974932,9.18402195,
0,697,0-697,Magnesium,2.02012682,0-1191,0-1192,0-1192,7.55647278,42.6937218,
0,698,0-698,Leaf,,,,,-0.111111119,1.25,
0,699,0-699,Fibrinogen,248.555557,0-1193,0-1194,0-1194,31.7918472,14.5708265,
0,700,0-700,Lactate,1.20000005,0-1195,0-1196,0-1196,10.5124512,81.6138306,
0,701,0-701,Leaf,,,,,-0.152941182,3.25,
0,702,0-702,Leaf,,,,,0.116205953,1.38680446,
0,703,0-703,MAP,102.669998,0-1197,0-1198,0-1198,36.3636856,11.6604137,
0,704,0-704,HR,68.5,0-1199,0-1200,0-1200,16.3853912,32.4860878,
0,705,0-705,Phosphate,3.36473751,0-1201,0-1202,0-1202,15.1914635,37.8208275,
0,706,0-706,SBP,171.0,0-1203,0-1204,0-1204,31.0958958,52.6228943,
0,707,0-707,HCO3,24.6209736,0-1205,0-1206,0-1206,30.1029663,139.302704,
0,708,0-708,Leaf,,,,,-0.186440691,13.75,
0,709,0-709,pH,7.33714294,0-1207,0-1208,0-1208,10.1351089,29.4860897,
0,710,0-710,SaO2,96.0569534,0-1209,0-1210,0-1210,10.2906733,4.38680458,
0,711,0-711,HR,94.5,0-1211,0-1212,0-1212,1.84571743,5.16041327,
0,712,0-712,Leaf,,,,,-0.189189181,17.5,
0,713,0-713,HR,98.0,0-1213,0-1214,0-1214,3.4720459,10.9576311,
0,714,0-714,Leaf,,,,,-0.146666676,2.75,
0,715,0-715,Leaf,,,,,0.0406021141,2.13680458,
0,716,0-716,Leaf,,,,,0.147000343,2.77360892,
0,717,0-717,Leaf,,,,,0.116205953,1.38680446,
0,718,0-718,Leaf,,,,,-0.174193546,6.75,
0,719,0-719,Leaf,,,,,-0.138461545,2.25,
0,720,0-720,Leaf,,,,,0.142423004,7.68402243,
0,721,0-721,FiO2,0.533364713,0-1215,0-1216,0-1216,10.5240917,4.27360916,
0,722,0-722,FiO2,0.419999987,0-1217,0-1218,0-1218,2.68382263,47.6277428,
0,723,0-723,SaO2,94.0751343,0-1219,0-1220,0-1220,42.0034828,116.453415,
0,724,0-724,Potassium,3.84875011,0-1221,0-1222,0-1222,28.8989258,216.185303,
0,725,0-725,Creatinine,2.30287123,0-1223,0-1224,0-1224,13.2508717,15.5236092,
0,726,0-726,Bilirubin_total,1.91868126,0-1225,0-1226,0-1226,26.736393,14.2076311,
0,727,0-727,Alkalinephos,123.292854,0-1227,0-1228,0-1228,49.2758636,559.83667,
0,728,0-728,ICULOS,154.0,0-1229,0-1230,0-1230,41.5691605,216.331161,
0,729,0-729,ICULOS,47.0,0-1231,0-1232,0-1232,55.2990494,609.705994,
0,730,0-730,Magnesium,2.00887442,0-1233,0-1234,0-1234,87.9169998,1385.53418,
0,731,0-731,HospAdmTime,-144.800003,0-1235,0-1236,0-1236,65.8291931,224.519394,
0,732,0-732,ICULOS,66.0,0-1237,0-1238,0-1238,24.5960789,50.4201126,
0,733,0-733,ICULOS,69.0,0-1239,0-1240,0-1240,64.7263489,630.234436,
0,734,0-734,DBP,61.5,0-1241,0-1242,0-1242,80.7890167,128.335373,
0,735,0-735,HospAdmTime,-125.589996,0-1243,0-1244,0-1244,109.026947,3239.82812,
0,736,0-736,HospAdmTime,-0.0500000007,0-1245,0-1246,0-1246,111.913574,634.813049,
0,737,0-737,ICULOS,114.0,0-1247,0-1248,0-1248,8.85450745,12.1368046,
0,738,0-738,ICULOS,79.0,0-1249,0-1250,0-1250,29.0287933,88.0430069,
0,739,0-739,SBP,88.7844849,0-1251,0-1252,0-1252,7.84675884,10.3208265,
0,740,0-740,Leaf,,,,,0.180257186,24.325676,
0,741,0-741,HospAdmTime,-25.0300007,0-1253,0-1254,0-1254,84.0958786,28.4152622,
0,742,0-742,Leaf,,,,,-0.193220347,28.5,
0,743,0-743,Calcium,6.87823439,0-1255,0-1256,0-1256,12.5753078,9.38680458,
0,744,0-744,HCO3,23.2894535,0-1257,0-1258,0-1258,14.6798477,69.9485703,
0,745,0-745,ICULOS,229.0,0-1259,0-1260,0-1260,17.6293087,9.41041374,
0,746,0-746,HR,96.1142883,0-1261,0-1262,0-1262,4.69975281,80.7742462,
0,747,0-747,O2Sat,99.0833359,0-1263,0-1264,0-1264,20.7893372,85.7034149,
0,748,0-748,ICULOS,255.0,0-1265,0-1266,0-1266,18.1814613,26.6180439,
0,749,0-749,Leaf,,,,,-0.170370385,5.75,
0,750,0-750,HR,118.0,0-1267,0-1268,0-1268,0.119214058,3.52360892,
0,751,0-751,Leaf,,,,,-0.100000001,1.0,
0,752,0-752,HR,106.666664,0-1269,0-1270,0-1270,3.33125305,13.8444357,
0,753,0-753,Leaf,,,,,-0.196761131,60.75,
0,754,0-754,ICULOS,43.0,0-1271,0-1272,0-1272,22.0169964,7.52360916,
0,755,0-755,pH,7.3777647,0-1273,0-1274,0-1274,43.8231888,66.5805283,
0,756,0-756,Leaf,,,,,-0.186666667,14.0,
0,757,0-757,Leaf,,,,,-0.188405797,16.25,
0,758,0-758,Leaf,,,,,0.106402293,3.27360892,
0,759,0-759,MAP,116.0,0-1275,0-1276,0-1276,14.7066956,43.0569153,
0,760,0-760,ICULOS,229.0,0-1277,0-1278,0-1278,46.2575455,13.7972183,
0,761,0-761,PTT,49.0158577,0-1279,0-1280,0-1280,94.9703369,2326.79126,
0,762,0-762,Bilirubin_direct,0.573000014,0-1281,0-1282,0-1282,88.2870483,1926.32556,
0,763,0-763,ICULOS,54.0,0-1283,0-1284,0-1284,51.8901405,83.9013519,
0,764,0-764,HCO3,21.0,0-1285,0-1286,0-1286,19.0561218,64.3868027,
0,765,0-765,MAP,90.0,0-1287,0-1288,0-1288,62.5461578,542.449829,
0,766,0-766,PaCO2,41.6410637,0-1289,0-1290,0-1290,77.821106,283.576935,
0,767,0-767,O2Sat,91.0,0-1291,0-1292,0-1292,41.2479286,71.0333099,
0,768,0-768,DBP,54.1146622,0-1293,0-1294,0-1294,17.0821075,129.26033,
0,769,0-769,SBP,116.173912,0-1295,0-1296,0-1296,35.3516541,59.0569153,
0,770,0-770,PaCO2,28.0,0-1297,0-1298,0-1298,36.886261,272.906189,
0,771,0-771,ICULOS,64.0,0-1299,0-1300,0-1300,41.7115707,153.698563,
0,772,0-772,O2Sat,97.0500031,0-1301,0-1302,0-1302,40.3591843,77.4957886,
0,773,0-773,SBP,103.0,0-1303,0-1304,0-1304,2.56956482,29.9860897,
0,774,0-774,Leaf,,,,,-0.100000001,1.0,
0,775,0-775,Leaf,,,,,0.147000343,2.77360892,
0,776,0-776,Leaf,,,,,-0.178947374,8.5,
0,777,0-777,Calcium,4.36000013,0-1305,0-1306,0-1306,11.8234787,25.0520668,
0,778,0-778,HR,104.59375,0-1307,0-1308,0-1308,46.1672935,39.4152641,
0,779,0-779,Leaf,,,,,-0.111111119,1.25,
0,780,0-780,DBP,53.0,0-1309,0-1310,0-1310,8.59909058,58.2881546,
0,781,0-781,AST,449.247192,0-1311,0-1312,0-1312,14.3924332,82.5430069,
0,782,0-782,Calcium,7.4390173,0-1313,0-1314,0-1314,17.586319,12.2972183,
0,783,0-783,HospAdmTime,-175.630005,0-1315,0-1316,0-1316,39.1355476,35.575676,
0,784,0-784,HospAdmTime,-151.649994,0-1317,0-1318,0-1318,61.8064995,41.9576302,
0,785,0-785,MAP,94.0,0-1319,0-1320,0-1320,17.5952072,41.7360878,
0,786,0-786,Leaf,,,,,-0.160000011,4.0,
0,787,0-787,AST,360.897583,0-1321,0-1322,0-1322,8.25515747,101.368683,
0,788,0-788,Hct,30.9257793,0-1323,0-1324,0-1324,43.8898735,15.3208265,
0,789,0-789,DBP,56.3909149,0-1325,0-1326,0-1326,0.800064087,4.91041327,
0,790,0-790,Leaf,,,,,-0.176470593,7.5,
0,791,0-791,Leaf,,,,,-0.127272725,1.75,
0,792,0-792,Chloride,106.282356,0-1327,0-1328,0-1328,9.92663574,17.7548485,
0,793,0-793,HR,123.5,0-1329,0-1330,0-1330,13.3927307,131.765182,
0,794,0-794,ICULOS,54.0,0-1331,0-1332,0-1332,24.7343369,55.7409401,
0,795,0-795,HR,123.0,0-1333,0-1334,0-1334,13.0460701,6.63680458,
0,796,0-796,ICULOS,86.0,0-1335,0-1336,0-1336,17.7157784,44.0333061,
0,797,0-797,ICULOS,18.0,0-1337,0-1338,0-1338,9.84271622,4.13680458,
0,798,0-798,HospAdmTime,-8.34000015,0-1339,0-1340,0-1340,0.800064087,4.91041327,
0,799,0-799,Leaf,,,,,0.00348933577,46.325676,
0,800,0-800,Leaf,,,,,-0.183333337,11.0,
0,801,0-801,Leaf,,,,,-0.161904767,4.25,
0,802,0-802,Leaf,,,,,0.0756663531,100.340225,
0,803,0-803,Leaf,,,,,0.0689632148,20.3680439,
0,804,0-804,Leaf,,,,,-0.137815446,11.1368046,
0,805,0-805,Leaf,,,,,-0.0587989204,8.27360916,
0,806,0-806,Leaf,,,,,-0.1902439,19.5,
0,807,0-807,Leaf,,,,,-0.0353412777,40.641655,
0,808,0-808,Leaf,,,,,0.131596416,18.0048485,
0,809,0-809,Leaf,,,,,-0.153291255,38.9104118,
0,810,0-810,Leaf,,,,,-0.00262349634,28.1180439,
0,811,0-811,Leaf,,,,,-0.146054849,23.2736092,
0,812,0-812,Leaf,,,,,0.0535743609,30.4152622,
0,813,0-813,Leaf,,,,,0.125440076,3.02360892,
0,814,0-814,Leaf,,,,,-0.160226271,171.391647,
0,815,0-815,Leaf,,,,,0.11686331,39.8965034,
0,816,0-816,Leaf,,,,,-0.0108671291,44.0520668,
0,817,0-817,Leaf,,,,,0.00280610868,62.8965034,
0,818,0-818,Leaf,,,,,-0.118676655,49.2076302,
0,819,0-819,Leaf,,,,,-0.0548869334,8.02360916,
0,820,0-820,Leaf,,,,,-0.191919193,23.75,
0,821,0-821,Leaf,,,,,-0.0556076169,11.9104137,
0,822,0-822,Leaf,,,,,0.115213871,119.302704,
0,823,0-823,Leaf,,,,,-0.0944438502,16.6604137,
0,824,0-824,Leaf,,,,,0.125440076,3.02360892,
0,825,0-825,Leaf,,,,,0.0246060453,367.88385,
0,826,0-826,Leaf,,,,,-0.0513452552,104.830528,
0,827,0-827,Leaf,,,,,-0.188545182,64.8868027,
0,828,0-828,Leaf,,,,,-0.0770171359,5.13680458,
0,829,0-829,Leaf,,,,,0.0468953103,8.79721832,
0,830,0-830,Leaf,,,,,-0.167999998,5.25,
0,831,0-831,Leaf,,,,,0.00350231747,8.16041374,
0,832,0-832,Leaf,,,,,-0.179487184,8.75,
0,833,0-833,Leaf,,,,,0.100617461,18.1180439,
0,834,0-834,Leaf,,,,,-0.142857149,2.5,
0,835,0-835,Leaf,,,,,0.009893829,129.453415,
0,836,0-836,Leaf,,,,,-0.180952385,9.5,
0,837,0-837,Leaf,,,,,0.101899184,108.071465,
0,838,0-838,Leaf,,,,,-0.0151871461,24.0944366,
0,839,0-839,Leaf,,,,,0.0557001494,97.4062042,
0,840,0-840,Leaf,,,,,-0.115878582,21.1604137,
0,841,0-841,Leaf,,,,,-0.0946678743,116.759697,
0,842,0-842,Leaf,,,,,0.14324002,6.04721785,
0,843,0-843,Leaf,,,,,0.147000343,2.77360892,
0,844,0-844,Leaf,,,,,-0.120000005,1.5,
0,845,0-845,Leaf,,,,,-0.0279563665,3.38680458,
0,846,0-846,Leaf,,,,,0.14324002,6.04721785,
0,847,0-847,Leaf,,,,,0.117130421,87.0902252,
0,848,0-848,Leaf,,,,,-0.127272725,1.75,
0,849,0-849,Leaf,,,,,0.0190657508,227.812408,
0,850,0-850,Leaf,,,,,0.0634616837,454.549774,
0,851,0-851,Leaf,,,,,-0.184905663,12.25,
0,852,0-852,Leaf,,,,,0.0614384823,1.88680446,
0,853,0-853,Leaf,,,,,-0.120000005,1.5,
0,854,0-854,Leaf,,,,,0.123780668,8.18402195,
0,855,0-855,Leaf,,,,,-0.150000006,3.0,
0,856,0-856,Leaf,,,,,0.102760009,63.7881546,
0,857,0-857,Leaf,,,,,0.0614384823,1.88680446,
0,858,0-858,Leaf,,,,,-0.171397761,25.3868046,
0,859,0-859,Leaf,,,,,-0.138461545,2.25,
0,860,0-860,Leaf,,,,,0.131480739,6.29721785,
0,861,0-861,Leaf,,,,,-0.192592606,26.0,
0,862,0-862,Leaf,,,,,-0.0534187965,23.0708275,
0,863,0-863,Leaf,,,,,-0.196850404,62.5,
0,864,0-864,Leaf,,,,,-0.107245922,7.13680458,
0,865,0-865,Leaf,,,,,0.152573049,7.43402243,
0,866,0-866,Leaf,,,,,-0.161565959,18.6368046,
0,867,0-867,Leaf,,,,,-0.150000006,3.0,
0,868,0-868,Leaf,,,,,0.0572334304,51.5333061,
0,869,0-869,Leaf,,,,,0.147000343,2.77360892,
0,870,0-870,Leaf,,,,,0.0406021141,2.13680458,
0,871,0-871,Leaf,,,,,0.090802677,5.41041327,
0,872,0-872,Leaf,,,,,0.166480064,64.6325912,
0,873,0-873,Leaf,,,,,0.0894687846,3.52360892,
0,874,0-874,Leaf,,,,,0.190203413,19.4152622,
0,875,0-875,Leaf,,,,,-0.132231757,10.1368046,
0,876,0-876,Leaf,,,,,0.088160105,15.0944357,
0,877,0-877,Leaf,,,,,-0.174193546,6.75,
0,878,0-878,Leaf,,,,,0.131596416,18.0048485,
0,879,0-879,Leaf,,,,,0.0665382668,18.4812393,
0,880,0-880,Leaf,,,,,-0.122993864,152.872894,
0,881,0-881,Leaf,,,,,0.0483012311,4.27360916,
0,882,0-882,Leaf,,,,,0.172621831,9.95763111,
0,883,0-883,Leaf,,,,,0.116205953,1.38680446,
0,884,0-884,Leaf,,,,,-0.138461545,2.25,
0,885,0-885,Leaf,,,,,-0.0663160309,83.4860916,
0,886,0-886,Leaf,,,,,0.0932950303,28.0520668,
0,887,0-887,Leaf,,,,,-0.194557831,35.75,
0,888,0-888,Leaf,,,,,0.116205953,1.38680446,
0,889,0-889,Leaf,,,,,0.167313024,41.8305244,
0,890,0-890,Leaf,,,,,-0.107245922,7.13680458,
0,891,0-891,Leaf,,,,,-0.0190030374,377.076935,
0,892,0-892,Leaf,,,,,0.0351132117,438.695618,
0,893,0-893,Leaf,,,,,0.115403548,4.91041327,
0,894,0-894,Leaf,,,,,-0.13333334,2.0,
0,895,0-895,Leaf,,,,,-0.151544467,26.0236092,
0,896,0-896,Leaf,,,,,0.0371200182,140.208267,
0,897,0-897,Leaf,,,,,0.0791232362,291.86026,
0,898,0-898,Leaf,,,,,-0.0887814686,10.7736092,
0,899,0-899,Leaf,,,,,0.0862259194,1.63680446,
0,900,0-900,Leaf,,,,,-0.111111119,1.25,
0,901,0-901,Leaf,,,,,-0.157805666,16.8868046,
0,902,0-902,Leaf,,,,,0.0749604702,7.79721785,
0,903,0-903,Leaf,,,,,-0.161904767,4.25,
0,904,0-904,Leaf,,,,,0.0857399628,63.7645454,
0,905,0-905,Leaf,,,,,0.1485046,72.7930069,
0,906,0-906,Leaf,,,,,0.0748581663,46.1465034,
0,907,0-907,Leaf,,,,,-0.0659490973,25.3208275,
0,908,0-908,Leaf,,,,,0.0810851678,120.09507,
0,909,0-909,Leaf,,,,,0.176540211,24.575676,
0,910,0-910,Leaf,,,,,0.0923023224,11.0708265,
0,911,0-911,Leaf,,,,,-0.146666676,2.75,
0,912,0-912,Leaf,,,,,0.133780017,9.57082653,
0,913,0-913,Leaf,,,,,-0.157780349,82.5708237,
0,914,0-914,Leaf,,,,,0.00195319275,43.9388733,
0,915,0-915,Leaf,,,,,0.0651091859,35.325676,
0,916,0-916,Leaf,,,,,-0.171428576,6.0,
0,917,0-917,Leaf,,,,,-0.0655001923,78.8492813,
0,918,0-918,Leaf,,,,,0.069393076,32.6888733,
0,919,0-919,Leaf,,,,,0.126685545,65.8353729,
0,920,0-920,Leaf,,,,,0.00515493145,51.3492851,
0,921,0-921,Leaf,,,,,0.168478221,68.7930069,
0,922,0-922,Leaf,,,,,0.0491707213,10.9340219,
0,923,0-923,Leaf,,,,,0.0793988183,307.454681,
0,924,0-924,Leaf,,,,,0.127777413,118.076309,
0,925,0-925,Leaf,,,,,0.104215339,68.9485703,
0,926,0-926,Leaf,,,,,-0.0579746254,70.7124786,
0,927,0-927,Leaf,,,,,0.0804751739,353.738007,
0,928,0-928,Leaf,,,,,-0.157894745,3.75,
0,929,0-929,Leaf,,,,,0.137112081,29.2124805,
0,930,0-930,Leaf,,,,,-0.120000005,1.5,
0,931,0-931,Leaf,,,,,-0.00558546139,194.052704,
0,932,0-932,Leaf,,,,,0.0976981521,33.2124786,
0,933,0-933,Leaf,,,,,0.0230474379,39.6888733,
0,934,0-934,Leaf,,,,,-0.105317011,24.5472183,
0,935,0-935,Leaf,,,,,0.120500505,6.54721785,
0,936,0-936,Leaf,,,,,-0.161904767,4.25,
0,937,0-937,Leaf,,,,,-0.100000001,1.0,
0,938,0-938,Leaf,,,,,0.144268557,99.4818802,
0,939,0-939,Leaf,,,,,0.116205953,1.38680446,
0,940,0-940,Leaf,,,,,-0.173333332,6.5,
0,941,0-941,Leaf,,,,,0.116205953,1.38680446,
0,942,0-942,Leaf,,,,,0.0406021141,2.13680458,
0,943,0-943,Leaf,,,,,-0.111111119,1.25,
0,944,0-944,Leaf,,,,,0.159306392,129.241577,
0,945,0-945,Leaf,,,,,0.104519211,702.806519,
0,946,0-946,Leaf,,,,,-0.138461545,2.25,
0,947,0-947,Leaf,,,,,0.185332909,67.1798096,
0,948,0-948,Leaf,,,,,0.0603432618,6.16041327,
0,949,0-949,Leaf,,,,,0.157839239,27.4624805,
0,950,0-950,Leaf,,,,,-0.0372323468,3.63680458,
0,951,0-951,Leaf,,,,,0.0406021141,2.13680458,
0,952,0-952,Leaf,,,,,0.144551381,4.41041327,
0,953,0-953,Leaf,,,,,0.115403548,4.91041327,
0,954,0-954,Leaf,,,,,-0.159503683,17.6368046,
0,955,0-955,Leaf,,,,,0.161072642,11.8444357,
0,956,0-956,Leaf,,,,,-0.00582460687,2.88680458,
0,957,0-957,Leaf,,,,,0.111348823,31.7124805,
0,958,0-958,Leaf,,,,,0.0413690619,34.3020668,
0,959,0-959,Leaf,,,,,-0.0455592424,3.88680458,
0,960,0-960,Leaf,,,,,-0.189999998,19.0,
0,961,0-961,Leaf,,,,,-0.120000005,1.5,
0,962,0-962,Leaf,,,,,0.142423004,7.68402243,
0,963,0-963,Leaf,,,,,0.12666291,72.6325912,
0,964,0-964,Leaf,,,,,-0.120000005,1.5,
0,965,0-965,Leaf,,,,,0.170596629,16.0048485,
0,966,0-966,Leaf,,,,,0.00752333319,2.63680458,
0,967,0-967,Leaf,,,,,-0.0417324789,7.27360916,
0,968,0-968,Leaf,,,,,0.133780017,9.57082653,
0,969,0-969,Leaf,,,,,-0.0472619981,43.891655,
0,970,0-970,Leaf,,,,,0.0843614563,62.1277428,
0,971,0-971,Leaf,,,,,0.109039083,66.0617676,
0,972,0-972,Leaf,,,,,-0.0199733339,6.27360916,
0,973,0-973,Leaf,,,,,-0.118280366,15.0236092,
0,974,0-974,Leaf,,,,,0.0743089318,3.77360892,
0,975,0-975,Leaf,,,,,-0.059894342,4.38680458,
0,976,0-976,Leaf,,,,,0.168239936,11.5944357,
0,977,0-977,Leaf,,,,,0.101573326,481.592773,
0,978,0-978,Leaf,,,,,-0.146666676,2.75,
0,979,0-979,Leaf,,,,,0.105715312,97.6374435,
0,980,0-980,Leaf,,,,,-0.146666676,2.75,
0,981,0-981,Leaf,,,,,-0.128822431,48.5708275,
0,982,0-982,Leaf,,,,,-0.001903989,8.41041374,
0,983,0-983,Leaf,,,,,0.104818001,37.8728943,
0,984,0-984,Leaf,,,,,-0.127272725,1.75,
0,985,0-985,Leaf,,,,,0.00752333319,2.63680458,
0,986,0-986,Leaf,,,,,-0.161904767,4.25,
0,987,0-987,Leaf,,,,,0.124766625,86.7270279,
0,988,0-988,Leaf,,,,,-0.0199733339,6.27360916,
0,989,0-989,Leaf,,,,,-0.183333337,11.0,
0,990,0-990,Leaf,,,,,0.125440076,3.02360892,
0,991,0-991,Leaf,,,,,0.150351644,9.07082653,
0,992,0-992,Leaf,,,,,-0.100000001,1.0,
0,993,0-993,Leaf,,,,,0.0673625395,8.04721832,
0,994,0-994,Leaf,,,,,-0.143356368,31.9104137,
0,995,0-995,Leaf,,,,,-0.0615671687,60.5520668,
0,996,0-996,Leaf,,,,,0.0418713354,628.234436,
0,997,0-997,Leaf,,,,,-0.0390278064,58.825676,
0,998,0-998,Leaf,,,,,0.0835995153,85.7693939,
0,999,0-999,Leaf,,,,,0.0959698036,25.9152622,
0,1000,0-1000,Leaf,,,,,-0.0324165709,774.762268,
0,1001,0-1001,Leaf,,,,,-0.018947104,67.509697,
0,1002,0-1002,Leaf,,,,,0.0572914556,586.210815,
0,1003,0-1003,Leaf,,,,,-0.179487184,8.75,
0,1004,0-1004,Leaf,,,,,0.0955385715,33.4624786,
0,1005,0-1005,Leaf,,,,,-0.0118983258,8.91041374,
0,1006,0-1006,Leaf,,,,,0.137902364,137.491577,
0,1007,0-1007,Leaf,,,,,-0.0279563665,3.38680458,
0,1008,0-1008,Leaf,,,,,0.160998985,34.8965034,
0,1009,0-1009,Leaf,,,,,0.0453469306,176.170746,
0,1010,0-1010,Leaf,,,,,-0.0113745416,282.38324,
0,1011,0-1011,Leaf,,,,,0.022841854,2.38680458,
0,1012,0-1012,Leaf,,,,,-0.186666667,14.0,
0,1013,0-1013,Leaf,,,,,0.159976527,181.392929,
0,1014,0-1014,Leaf,,,,,-0.100000001,1.0,
0,1015,0-1015,Leaf,,,,,0.148751378,10.7076311,
0,1016,0-1016,Leaf,,,,,-0.0862823576,5.63680458,
0,1017,0-1017,Leaf,,,,,0.0870344415,44.1465034,
0,1018,0-1018,Leaf,,,,,-0.0601574443,16.2972183,
0,1019,0-1019,Leaf,,,,,-0.120000005,1.5,
0,1020,0-1020,Leaf,,,,,0.178835437,27.3492851,
0,1021,0-1021,Leaf,,,,,0.0614384823,1.88680446,
0,1022,0-1022,Leaf,,,,,0.172269687,27.8492851,
0,1023,0-1023,Leaf,,,,,-0.0853394642,24.9340229,
0,1024,0-1024,Leaf,,,,,0.0772099346,87.7693939,
0,1025,0-1025,Leaf,,,,,-0.0978283808,6.38680458,
0,1026,0-1026,Leaf,,,,,0.105688572,28.6888714,
0,1027,0-1027,Leaf,,,,,-0.167023718,21.8868046,
0,1028,0-1028,Leaf,,,,,-0.0200160779,104.901352,
0,1029,0-1029,Leaf,,,,,-0.0554678999,50.2784576,
0,1030,0-1030,Leaf,,,,,-0.148907468,154.915268,
0,1031,0-1031,Leaf,,,,,0.0597891286,27.5284576,
0,1032,0-1032,Leaf,,,,,-0.0581794195,371.996429,
0,1033,0-1033,Leaf,,,,,-0.191752583,23.25,
0,1034,0-1034,Leaf,,,,,-0.0336136483,1747.18555,
0,1035,0-1035,Leaf,,,,,0.0141135249,10.2972183,
0,1036,0-1036,Leaf,,,,,0.173971966,14.3680449,
0,1037,0-1037,Leaf,,,,,0.155864298,5.79721785,
0,1038,0-1038,Leaf,,,,,-0.0417324789,7.27360916,
0,1039,0-1039,Leaf,,,,,-0.121683396,8.63680458,
0,1040,0-1040,Leaf,,,,,0.121166684,30.7124805,
0,1041,0-1041,Leaf,,,,,-0.100000001,1.0,
0,1042,0-1042,Leaf,,,,,0.162014276,51.6513519,
0,1043,0-1043,Leaf,,,,,0.158567086,13.4812403,
0,1044,0-1044,Leaf,,,,,-0.100000001,1.0,
0,1045,0-1045,Leaf,,,,,-0.120000005,1.5,
0,1046,0-1046,Leaf,,,,,0.169452682,5.54721785,
0,1047,0-1047,Leaf,,,,,0.0468953103,8.79721832,
0,1048,0-1048,Leaf,,,,,-0.148801312,35.4104118,
0,1049,0-1049,Leaf,,,,,-0.163636371,4.5,
0,1050,0-1050,Leaf,,,,,0.110224389,6.79721785,
0,1051,0-1051,Leaf,,,,,0.116580024,115.279091,
0,1052,0-1052,Leaf,,,,,-0.13333334,2.0,
0,1053,0-1053,Leaf,,,,,-0.169230774,5.5,
0,1054,0-1054,Leaf,,,,,0.116205953,1.38680446,
0,1055,0-1055,Leaf,,,,,-0.120000005,1.5,
0,1056,0-1056,Leaf,,,,,0.176126316,15.7548494,
0,1057,0-1057,Leaf,,,,,0.107063413,8.68402195,
0,1058,0-1058,Leaf,,,,,-0.131424382,115.16526,
0,1059,0-1059,Leaf,,,,,-0.14435412,82.3444366,
0,1060,0-1060,Leaf,,,,,0.0489406697,53.2833061,
0,1061,0-1061,Leaf,,,,,-0.014105916,465.591492,
0,1062,0-1062,Leaf,,,,,0.0360734276,624.890015,
0,1063,0-1063,Leaf,,,,,0.161243424,4.16041327,
0,1064,0-1064,Leaf,,,,,-0.104930975,12.7736092,
0,1065,0-1065,Leaf,,,,,-0.0315526836,6.77360916,
0,1066,0-1066,Leaf,,,,,0.156759083,24.4388714,
0,1067,0-1067,Leaf,,,,,-0.169230774,5.5,
0,1068,0-1068,Leaf,,,,,0.0788952634,29.5520668,
0,1069,0-1069,Leaf,,,,,-0.133954808,153.212479,
0,1070,0-1070,Leaf,,,,,-0.0529296361,53.1652641,
0,1071,0-1071,Leaf,,,,,0.159395918,21.1652622,
0,1072,0-1072,Leaf,,,,,-0.100000001,1.0,
0,1073,0-1073,Leaf,,,,,-0.0436773859,21.5708275,
0,1074,0-1074,Leaf,,,,,0.163343206,7.18402243,
